ensembl_gene_id	mean_plddt
YER138W-A	68.72764705882352
YNL097C-B	61.256
YOL013W-A	60.96619047619048
YDR034C-A	60.73310344827586
YHR010W	94.1010294117647
YDR471W	95.25933823529412
YDL075W	90.28389380530973
YLR406C	90.12592920353983
YBL039C-A	89.83074074074074
YBR121C-A	85.02384615384615
YDL022C-A	53.84268292682927
YDR118W-A	68.2071052631579
YDR320W-B	78.90755555555556
YDR371C-A	86.57117647058824
YER090C-A	86.32896551724139
YFR009W-A	42.40341176470588
YFR010W-A	77.63870967741936
YGL014C-A	75.71037735849056
YGL041W-A	70.92863636363636
YHR073C-B	74.59961538461539
YHR032W-A	52.09949152542373
YHR073W-A	55.13051724137931
YJL197C-A	33.388279569892475
YKL100W-A	64.11896551724138
YKL145W-A	92.92166666666667
YLR163W-A	72.88324324324324
YLR364C-A	60.9825
YMR013C-A	81.4130612244898
YOL083C-A	64.41673913043478
YPR170W-B	89.21023529411765
YPR160W-A	88.065
YLL052C	69.2741610738255
YPR192W	88.02445901639344
YER039C-A	70.90430555555555
YLL053C	95.93815789473685
YDL247W	78.51885057471264
YJR160C	79.12837209302326
YER039C	89.05674698795181
YLR256W	56.89031291611185
YKR103W	80.89584564860426
YKR104W	88.99408496732026
YMR325W	74.09403225806452
YOR394W	52.389146341463416
YPL282C	52.389146341463416
YOR394W	51.29713414634146
YPL282C	51.29713414634146
YJL223C	69.56858333333334
YIL176C	69.56858333333334
YJL223C	69.6095
YIL176C	69.6095
YNR076W	69.528
YLL064C	69.528
YNR076W	69.23308333333333
YLL064C	69.23308333333333
YGL261C	69.51008333333333
YAL068C	69.51008333333333
YGL261C	68.27875
YAL068C	68.27875
YLR156W	42.05166666666667
YLR159W	42.05166666666667
YLR161W	42.05166666666667
YLR156W	41.361315789473686
YLR159W	41.361315789473686
YLR161W	41.361315789473686
YLR156W	40.62543859649123
YLR159W	40.62543859649123
YLR161W	40.62543859649123
YLR157W-D	54.08942857142857
YLR157W-E	53.83296296296297
YML003W	82.33596551724138
YML002W	85.24515603799186
YMR085W	90.08875
YOL162W	86.31241860465116
YOL163W	78.14467455621302
YLL039C	92.21343832020997
YKR094C	93.71734375
YIL148W	93.71734375
YKR094C	93.353984375
YIL148W	93.353984375
YNL335W	98.52031111111111
YFL061W	98.52031111111111
YNL335W	98.53146666666667
YFL061W	98.53146666666667
YHR213W	84.7580808080808
YJR045C	87.14425076452599
YNL015W	91.0848
YJL221C	98.16081494057725
YIL172C	98.16081494057725
YJL221C	98.223039049236
YIL172C	98.223039049236
YNR073C	96.11241035856574
YEL070W	96.11241035856574
YNR073C	96.03213147410358
YEL070W	96.03213147410358
YOR393W	97.12837528604119
YPL281C	97.12837528604119
YOR393W	97.15237986270023
YPL281C	97.15237986270023
YML132W	86.01427440633245
YBR302C	86.01427440633245
YML132W	86.05290237467018
YBR302C	86.05290237467018
YGR296W	63.32699838622916
YPL283C	63.32699838622916
YGR296W	62.80367939752555
YPL283C	62.80367939752555
YEL076C-A	41.859027777777776
YLR464W	41.859027777777776
YEL076C-A	44.03949074074074
YLR464W	44.03949074074074
YHR214W	74.62068965517241
YAR066W	74.62068965517241
YHR214W	74.42339901477833
YAR066W	74.42339901477833
YDR545W	65.61516146993318
YLR467W	65.61516146993318
YOR396W	65.61516146993318
YDR545W	64.74150890868597
YLR467W	64.74150890868597
YOR396W	64.74150890868597
YDR545W	64.54028396436526
YLR467W	64.54028396436526
YOR396W	64.54028396436526
YJR094W-A	96.2179347826087
YPR043W	96.2179347826087
YJR094W-A	96.05184782608696
YPR043W	96.05184782608696
YNL162W	93.61641509433963
YHR141C	93.61641509433963
YNL162W	93.55481132075472
YHR141C	93.55481132075472
YGR118W	93.68075862068966
YPR132W	93.68075862068966
YGR118W	93.87206896551724
YPR132W	93.87206896551724
YER074W	93.17614814814814
YIL069C	93.17614814814814
YER074W	93.35637037037037
YIL069C	93.35637037037037
YOR182C	83.36428571428571
YLR287C-A	83.36428571428571
YOR182C	83.60698412698413
YLR287C-A	83.60698412698413
YJR145C	94.91249042145594
YHR203C	94.91249042145594
YJR145C	94.90992337164751
YHR203C	94.90992337164751
YPL090C	94.5993220338983
YBR181C	94.5993220338983
YPL090C	94.6072033898305
YBR181C	94.6072033898305
YBL072C	92.3764
YER102W	92.3764
YBL072C	92.42075
YER102W	92.42075
YBL087C	95.06751824817518
YER117W	95.06751824817518
YBL087C	95.16890510948905
YER117W	95.16890510948905
YPL220W	78.11152073732718
YGL135W	78.11152073732718
YPL220W	77.86110599078341
YGL135W	77.86110599078341
YFR031C-A	95.5467716535433
YIL018W	95.5467716535433
YFR031C-A	95.76629921259843
YIL018W	95.76629921259843
YDR025W	87.57557692307692
YBR048W	87.57557692307692
YDR025W	88.58621794871794
YBR048W	88.58621794871794
YOL120C	92.39010752688172
YNL301C	92.39010752688172
YOL120C	93.31612903225806
YNL301C	93.31612903225806
YDL083C	95.50566433566433
YMR143W	95.50566433566433
YDL083C	95.34594405594406
YMR143W	95.34594405594406
YEL054C	70.55018181818181
YDR418W	70.55018181818181
YEL054C	70.2649696969697
YDR418W	70.2649696969697
YML026C	90.62143835616439
YDR450W	90.62143835616439
YML026C	90.52780821917808
YDR450W	90.52780821917808
YLR158C	92.23687845303867
YLR155C	92.23687845303867
YLR157C	92.23687845303867
YLR160C	92.23687845303867
YLR158C	92.15654696132597
YLR155C	92.15654696132597
YLR157C	92.15654696132597
YLR160C	92.15654696132597
YLR158C	92.44812154696133
YLR155C	92.44812154696133
YLR157C	92.44812154696133
YLR160C	92.44812154696133
YHR055C	65.04180327868852
YHR053C	65.04180327868852
YHR055C	66.4227868852459
YHR053C	66.4227868852459
YBL027W	95.07375661375661
YBR084C-A	95.07375661375661
YBL027W	95.12910052910053
YBR084C-A	95.12910052910053
YDL191W	93.97716666666666
YDL136W	93.97716666666666
YDL191W	94.01266666666666
YDL136W	94.01266666666666
YDL184C	94.2308
YDL133C-A	94.2308
YDL184C	94.0804
YDL133C-A	94.0804
YHR212W-A	90.25985074626865
YHR214C-D	43.638247422680415
YAR069C	43.638247422680415
YGR296C-B	40.3251875
YPL283W-B	40.3251875
YPR204C-A	40.3251875
YER190C-B	40.3251875
YGR296C-B	38.5599375
YPL283W-B	38.5599375
YPR204C-A	38.5599375
YER190C-B	38.5599375
YGR296C-B	39.2715
YPL283W-B	39.2715
YPR204C-A	39.2715
YER190C-B	39.2715
YGR296C-B	37.78275
YPL283W-B	37.78275
YPR204C-A	37.78275
YER190C-B	37.78275
YGR296C-B	39.1596875
YPL283W-B	39.1596875
YPR204C-A	39.1596875
YER190C-B	39.1596875
YFL068W	39.9050625
YLL066W-A	39.9050625
YLL067W-A	39.9050625
YFL068W	39.6310625
YLL066W-A	39.6310625
YLL067W-A	39.6310625
YFL068W	37.046625
YLL066W-A	37.046625
YLL067W-A	37.046625
YLR159C-A	68.81162790697674
YLR154C-H	68.81162790697674
YLR157C-C	68.81162790697674
YLR156C-A	68.81162790697674
YLR159C-A	68.8693023255814
YLR154C-H	68.8693023255814
YLR157C-C	68.8693023255814
YLR156C-A	68.8693023255814
YLR159C-A	69.63581395348837
YLR154C-H	69.63581395348837
YLR157C-C	69.63581395348837
YLR156C-A	69.63581395348837
YLR159C-A	69.16279069767442
YLR154C-H	69.16279069767442
YLR157C-C	69.16279069767442
YLR156C-A	69.16279069767442
YCR040W	69.40714285714286
YCL066W	69.40714285714286
YCR040W	69.41571428571429
YCL066W	69.41571428571429
YCR039C	76.25080952380952
YCL067C	76.25080952380952
YCR039C	76.43114285714286
YCL067C	76.43114285714286
YCR097W	82.41365079365079
YCR096C	80.80403361344538
YLR158C	92.08433701657458
YLR155C	92.08433701657458
YLR157C	92.08433701657458
YLR160C	92.08433701657458
YHL034C	65.52
YKR059W	88.30881012658227
YJL138C	88.30881012658227
YGL256W	96.86028795811518
YMR256C	95.20833333333333
YER153C	86.62700787401575
YER152C	95.4710835214447
YIR008C	94.1839608801956
YLR163C	94.765670995671
YJL133W	80.44343949044585
YAL005C	88.92218068535826
YLL024C	89.19668231611894
YHR007C	97.07324528301886
YDL130W	67.80047169811321
YLR180W	97.84041884816754
YDR347W	80.48822429906542
YPR166C	93.12226086956522
YBR031W	92.10011049723757
YER020W	77.1040311804009
YGR222W	78.74279863481229
YDL044C	59.74184090909091
YCR066W	66.3505544147844
YER011W	60.79275590551181
YER052C	84.24464895635674
YDL194W	66.49755656108597
YGL073W	50.74295318127251
YAL025C	73.43816993464053
YKR097W	93.04409836065574
YOR341W	81.27041466346154
YDR170C	70.88411149825784
YDL192W	84.48585635359116
YGL062W	90.25594227504244
YLR382C	90.01563758389261
YDR044W	94.26079268292683
YNL241C	93.6849306930693
YAL041W	72.68614754098361
YDL229W	91.92942903752039
YDR481C	90.46784452296819
YPR052C	78.5147311827957
YBR089C-A	76.13474747474747
YNR026C	85.26993630573249
YCL029C	74.37452272727273
YCL027W	55.95880859375
YMR235C	93.784914004914
YMR043W	62.583356643356645
YML098W	74.92580838323353
YHR205W	65.61974514563107
YHR024C	93.21742738589212
YNL188W	52.70741339491917
YNL216W	66.61557436517533
YLR452C	74.34869627507163
YDR227W	43.95636966126657
YJL153C	95.12709193245779
YGL013C	72.62550561797752
YBR143C	80.7529061784897
YOR043W	74.3567695473251
YDR212W	87.80844364937388
YIL015W	77.06548551959114
YML075C	78.70300759013283
YLR450W	78.16277511961722
YJL129C	56.52765991902834
YGR084C	84.58203539823009
YNL005C	91.60447439353099
YKL126W	76.93951470588236
YOR346W	73.52177664974619
YNL071W	79.25064315352697
YBR196C	96.93263537906137
YNL250W	78.58400914634146
YGR083C	70.72413210445468
YKL209C	80.16294573643411
YML021C	83.16888579387187
YGL115W	92.92105590062111
YDL040C	91.47822014051522
YJL092W	67.08994889267461
YOR276W	68.73683229813665
YDR009W	92.25430769230769
YML116W	85.72367158671587
YLR234W	91.61295731707317
YHR139C	77.37592024539877
YNL238W	78.88214987714987
YLR081W	82.94155052264809
YDR122W	62.69518796992481
YLR096W	60.4068962510898
YOR168W	90.92238566131026
YGR202C	72.01469339622642
YML106W	92.40221238938054
YAL040C	65.60056896551724
YNL102W	74.34628746594005
YER148W	88.1405
YFL036W	77.31268689859364
YBL021C	82.72486111111111
YML113W	55.73475806451613
YIL034C	87.38668989547038
YHR084W	55.9313226744186
YGL167C	81.12135789473685
YDR040C	80.33666361136572
YDR158W	97.46257534246575
YGL205W	91.4010026737968
YBR195C	87.87869668246445
YGR152C	76.53658088235294
YOL108C	72.3194701986755
YPR183W	91.24677902621723
YKL138C	93.9187786259542
YKL109W	44.42693140794224
YOR120W	97.09375
YDL069C	42.84196506550218
YGL030W	91.74314285714286
YOR063W	96.43728682170543
YDR447C	88.75308823529411
YKL112W	53.06891928864569
YBR038W	72.39546209761163
YNL082W	69.40437571592211
YPL167C	80.71940159574469
YLR263W	63.17194679564692
YLR178C	92.75917808219178
YJL151C	62.31639097744361
YKL060C	95.24275766016713
YJL141C	65.50938042131351
YGR040W	88.46798913043479
YDR054C	77.6806779661017
YHR083W	85.5009726443769
YFR036W	66.8333064516129
YER162C	79.79600795755968
YDR217C	51.19783040488923
YKR026C	90.6215737704918
YKL104C	87.69778242677825
YLR195C	92.52591208791209
YML057W	81.65577814569536
YLL015W	82.00245028864657
YDR155C	98.15641975308642
YDR035W	96.89378378378379
YKL103C	94.13568093385214
YDR197W	88.24156812339332
YOR254C	82.68536953242835
YMR228W	93.47181818181818
YBR112C	61.927194616977225
YLR354C	95.61498507462687
YMR186W	85.5324964539007
YPL104W	91.889452887538
YDR037W	90.99384094754653
YDR256C	96.4292427184466
YML035C	80.00330864197531
YPR181C	91.86479166666666
YGL166W	66.45906666666667
YJR152W	79.41073664825046
YIR022W	92.31832335329341
YOR348C	81.23631578947368
YDR194C	81.88
YDL102W	87.82917958067456
YDR283C	73.87494273658831
YDR454C	94.4890909090909
YPL117C	93.25243055555555
YDR120C	86.07128070175439
YLR060W	93.99870588235294
YFL022C	89.67079522862824
YDL014W	77.96813455657492
YKL024C	95.23460784313725
YGR282C	93.3332268370607
YOR027W	86.3946349745331
YBR082C	95.42236486486486
YDR059C	95.7152027027027
YIL035C	95.12951612903225
YOR330C	78.33676236044657
YBR213W	95.5742700729927
YBR088C	95.13972868217054
YCR088W	66.38027027027027
YKR086W	72.41751633986928
YBR072W	70.59757009345795
YCR053W	95.40663424124513
YBR127C	85.75512572533849
YDR414C	85.33828729281768
YIL021W	87.19556603773584
YER178W	89.52152380952381
YGR193C	75.18260975609756
YLR134W	97.78106571936057
YJL034W	85.27781524926687
YLR249W	82.19053639846743
YHR166C	80.04579872204472
YNL210W	78.62844444444444
YIL136W	49.3081679389313
YCL050C	93.12869158878505
YHR042W	94.0334008683068
YOR176W	91.1919592875318
YGL017W	92.17747514910536
YCR084C	74.49164095371668
YLR105C	86.1806100795756
YBR110W	93.23311804008908
YDR137W	73.82870286576168
YGR240C	88.78318135764944
YMR205C	89.65212721584984
YBL016W	91.37501416430595
YGR008C	73.41666666666667
YER056C	85.74741088180113
YNL272C	63.4266139657444
YHL033C	91.0348828125
YJR060W	65.7862962962963
YPR141C	77.90146776406036
YDR389W	60.16573394495413
YHR153C	75.73656565656566
YHR152W	64.71156069364162
YPL031C	87.67327868852459
YLR233C	77.5231330472103
YDL185W	84.80584500466854
YNL322C	65.70811501597444
YCR075C	90.0733076923077
YHR025W	92.67871148459383
YGR233C	73.8966129032258
YKL085W	94.1112874251497
YNL079C	95.66040201005025
YNL138W	80.80372623574145
YOR158W	80.99396226415094
YDR138W	68.47878989361702
YGR019W	97.67864118895966
YDR513W	92.43706293706293
YCL040W	93.39628
YPR189W	83.38458798882681
YNL151C	63.14446215139442
YGR167W	73.98360515021459
YNL130C	91.85860050890585
YCL043C	90.57124521072797
YBR085W	92.65355048859935
YBL030C	91.03518867924528
YPR167C	95.92088122605364
YAL010C	77.0021906693712
YAL009W	83.35250965250965
YAL008W	59.36560606060606
YBR083W	56.665925925925926
YBL040C	88.11502283105023
YBR289W	62.646
YER040W	47.345164383561645
YLR393W	80.12458781362007
YOL140W	95.78167848699763
YHR128W	95.09560185185185
YLR392C	77.53316602316602
YBR080C	82.86430079155673
YOR212W	86.08971631205674
YJR086W	83.10709090909091
YHL025W	64.95873493975904
YGL155W	93.92521276595744
YMR173W	39.619
YBR003W	78.41945031712474
YMR104C	77.53407680945347
YHR028C	91.57765281173594
YLR229C	93.35664921465968
YPL231W	87.13898781134075
YKR039W	85.19699335548172
YDL137W	83.24961325966851
YJR047C	89.24700636942676
YDR148C	75.25228941684665
YLR071C	69.8029482439926
YDR502C	97.403515625
YLR304C	95.52875321336761
YOR061W	95.3125958702065
YPL132W	75.82306666666666
YOR326W	77.86452350698856
YPL133C	69.41300448430493
YPL036W	76.44699049630412
YJL085W	89.01205457463884
YOL051W	59.353422756706756
YBR055C	74.83199110122358
YDL030W	87.47649056603774
YGL077C	79.92658969804619
YGR184C	80.20682564102565
YML007W	54.17173846153846
YDL236W	95.33903846153846
YLR259C	88.12503496503497
YFR049W	80.71780487804878
YMR225C	95.29724489795919
YMR013C	85.96167630057803
YBR166C	90.80039823008849
YIL072W	65.57644628099173
YLR420W	95.65703296703296
YOL001W	79.63836177474403
YPR178W	85.85012903225807
YNL135C	97.54631578947368
YMR286W	96.05127906976745
YNR011C	75.80308219178082
YMR243C	69.39760180995475
YPR176C	96.46264615384615
YOR140W	51.87762402088773
YPR088C	72.67654343807763
YJL140W	84.99651583710407
YBR154C	93.92544186046511
YPR187W	78.11329032258064
YOR224C	86.54191780821918
YMR199W	66.75320512820512
YPL256C	68.52607339449541
YGL078C	82.66959847036328
YJL033W	76.23194805194805
YOR046C	82.81139004149378
YKL045W	79.11210227272727
YJR007W	80.73049342105263
YLR133W	76.40659793814433
YBR135W	91.12653333333333
YDL047W	94.10022508038585
YPL218W	91.15842105263158
YOR098C	42.094693308550184
YLR396C	82.87697539797395
YJR004C	61.931984615384614
YIL125W	89.38751479289941
YGL055W	86.41623529411764
YOL052C	88.64366161616162
YJR094C	43.328
YLR131C	49.578857142857146
YOR362C	88.88913194444444
YGL011C	94.63420634920635
YOR128C	92.41919439579685
YJL157C	61.25134939759036
YER168C	88.43470695970696
YLR196W	81.50447916666667
YPL271W	92.47032258064516
YOR188W	56.554089709762536
YBR237W	75.00610129564193
YJR049C	74.88532075471699
YJR050W	82.99131914893617
YJR051W	96.27726546906187
YER070W	87.28278153153153
YBR049C	60.53917283950617
YPL215W	82.91095522388059
YKR001C	84.28599431818182
YPL172C	79.03841991341992
YDR402C	94.81355828220859
YDR403W	90.47029850746269
YJR021C	67.55805732484076
YIR023W	66.56848453608248
YIL066C	88.55340621403913
YKR101W	77.12553516819573
YNL314W	67.68972549019608
YDR177W	85.25925581395349
YDR337W	88.3924125874126
YLL041C	92.53533834586466
YPL094C	89.15886861313868
YIR031C	97.12476534296029
YGL097W	90.13311203319502
YNL262W	79.70049504950495
YDL066W	94.95939252336449
YHL020C	62.21445544554455
YNL307C	91.03109333333333
YDL090C	91.36946635730858
YOR336W	86.20547252747252
YKR099W	53.67493218249075
YOR290C	65.00088079859073
YDR530C	92.06766153846154
YOL126C	92.51766578249337
YER142C	87.41091216216216
YJL180C	87.31126153846154
YMR282C	72.5448448275862
YGL206C	75.49753781004235
YPR010C	89.67608478802993
YOR210W	94.93471428571429
YHR123W	92.38872122762149
YER012W	96.21116161616162
YMR307W	84.94225402504472
YGL173C	76.28007198952879
YOL116W	67.03455497382198
YGL071W	50.94005797101449
YER103W	88.94565420560748
YOR332W	89.96656652360515
YGR092W	75.11054195804196
YAR018C	80.15841379310345
YNL183C	58.57506329113924
YDR189W	83.31756756756756
YLR268W	84.03953271028037
YOR307C	71.86503311258278
YPL153C	72.85925700365408
YLR043C	97.50796116504854
YBR097W	76.90711829436039
YGL233W	59.36264835164835
YOR207C	87.48537859007833
YGR183C	89.4030303030303
YAR007C	84.07602254428342
YJL063C	92.46155462184873
YKR085C	90.75302564102564
YGL248W	94.1949051490515
YGR171C	92.79921739130435
YDR143C	51.23098360655737
YKL210W	93.5926953125
YPL008W	80.51222996515679
YOL016C	76.49185682326622
YLR240W	78.67771428571429
YOL004W	62.180911458333334
YDR242W	96.32861566484517
YJR017C	89.13147058823529
YOL058W	96.01540476190476
YGR209C	96.85605769230769
YIL004C	73.54922535211267
