ensembl_gene_id	aiupred_perc_50
YKL028W	0.6016597510373444
YKL002W	1
YKR020W	0.6829268292682927
YKR021W	0.5497267759562842
YKR023W	0.8301886792452831
YKR028W	0.5430784123910939
YKR058W	0.5551948051948052
YKR083C	0.6917293233082706
YKR102W	0.5988023952095808
YBR122C	0.7231638418079096
YLR337C	0.9951040391676866
YPL043W	0.6204379562043796
YBL085W	0.7448979591836735
YBR059C	0.6687725631768953
YBR182C	0.8252212389380531
YBL103C	0.8436213991769548
YBL101C	0.6087735004476276
YBL097W	0.6206896551724138
YBR005W	0.9812206572769951
YBR057C	0.6530054644808743
YBR095C	0.5744186046511628
YBR108W	1
YBR130C	0.6094117647058823
YBR156C	0.9283667621776504
YBR217W	0.6290322580645161
YBR267W	0.5979643765903307
YBR269C	1
YBR290W	0.7694704049844237
YMR264W	0.7192118226600985
YMR263W	0.5771144278606966
YOR123C	0.8318965517241379
YOR232W	0.75
YNL053W	0.7321063394683026
YLR079W	1
YHR082C	0.738581146744412
YHR102W	0.649074074074074
YHL015W	0.8925619834710744
YHR006W	0.5194085027726433
YHR073W	0.5180722891566265
YHL031C	0.6188340807174888
YHL024W	0.6956521739130435
YHL002W	0.6592920353982301
YHR036W	0.7303609341825902
YHR058C	0.5288135593220339
YHR061C	0.9012738853503184
YHR080C	0.6408921933085502
YHR081W	0.5652173913043478
YHR090C	0.624113475177305
YHR143W	0.6430769230769231
YHR158C	0.5455326460481099
YHR161C	0.5824175824175825
YHR193C	0.5689655172413793
YHR195W	0.616822429906542
YHR206W	0.5787781350482315
YHR211W	0.7023255813953488
YML074C	0.8199513381995134
YMR260C	0.6601307189542484
YNL004W	0.6233480176211453
YOR198C	0.6680851063829787
YJL165C	0.5789473684210527
YER129W	0.660245183887916
YDR208W	0.5186136071887034
YPL190C	0.800498753117207
YDR207C	0.9772727272727272
YLR150W	1
YGL178W	0.5203725261932479
YOR127W	0.6504468718967229
YLR223C	0.943778801843318
YPR104C	0.7670940170940171
YAR002W	0.948051948051948
YAL044C	0.5470588235294118
YDR388W	0.6307053941908713
YMR183C	0.7627118644067796
YLR025W	0.7916666666666666
YGR162W	0.7394957983193278
YGL049C	0.7275711159737418
YER028C	0.8857868020304569
YER169W	0.5703517587939698
YER114C	0.7875
YER016W	0.5116279069767442
YER018C	0.5429864253393665
YER029C	0.6071428571428571
YER033C	0.9925650557620818
YER083C	0.5017543859649123
YER088C	0.9597014925373134
YER104W	0.9903846153846154
YER112W	0.6417112299465241
YER116C	0.7335766423357665
YER118C	0.5095367847411444
YER126C	0.632183908045977
YER149C	0.5095238095238095
YER159C	0.5633802816901409
YMR147W	0.5776699029126213
YMR148W	0.8445945945945946
YDR113C	0.9919571045576407
YNR006W	0.5498392282958199
YGL025C	0.6372795969773299
YGR009C	1
YIL138C	1
YIL146C	0.5141776937618148
YIL123W	0.5084033613445378
YIL115C	0.5404109589041096
YIL101C	0.5054095826893354
YIL095W	0.5802469135802469
YIL084C	0.7522935779816514
YIL079C	0.5416666666666666
YIL036W	0.9267461669505964
YIL031W	0.562862669245648
YIR003W	1
YIR004W	0.6875
YIR010W	0.7100694444444444
YIR017C	0.7754010695187166
YIR025W	0.782608695652174
YOR028C	0.9220338983050848
YGL181W	0.7752525252525253
YFL031W	0.5798319327731093
YOR113W	0.8336980306345733
YLR319C	0.5291878172588832
YLR353W	0.8606965174129353
YDR420W	0.755826859045505
YNL068C	0.6832946635730859
YNL271C	0.5729646697388633
YGR186W	0.8571428571428571
YGR005C	0.61
YNL309W	1
YJL104W	0.6241610738255033
YKL096W-A	0.8043478260869565
YFL034W	0.5750232991612302
YFL023W	0.8844221105527639
YFR001W	0.9803921568627452
YFR003C	1
YFR024C-A	0.5250544662309368
YFR027W	0.5444839857651246
YFR046C	0.739612188365651
YKL006C-A	0.9896907216494846
YPR129W	0.8424068767908309
YOR340C	0.656441717791411
YDR310C	0.6836158192090396
YNL039W	0.8316498316498316
YGL175C	0.6695652173913044
YGL174W	0.9736842105263158
YJL184W	1
YJL177W	0.7391304347826086
YJL084C	0.607074569789675
YJL079C	0.5418060200668896
YJL078C	0.7684449489216799
YJL076W	0.8763666947014298
YJL058C	0.576427255985267
YJL020C	0.7484874675885912
YJR002W	0.7403035413153457
YJR043C	0.6942857142857143
YJR053W	0.872822299651568
YJR054W	0.5412474849094567
YJR059W	0.6222493887530562
YJR082C	1
YJR089W	0.6457023060796646
YJR092W	0.7208016586040082
YJR125C	0.6911764705882353
YGR072W	0.5943152454780362
YPL085W	0.7813211845102506
YMR276W	0.906166219839142
YNL304W	0.5491606714628298
YHR039C-A	0.6842105263157895
YGR119C	0.7578558225508318
YLR185W	0.8977272727272727
YPR124W	0.8078817733990148
YDR192C	0.9046511627906976
YGR221C	0.7877813504823151
YGR239C	0.6736111111111112
YMR005W	0.7164948453608248
YDR156W	0.6861313868613139
YMR273C	0.9256830601092896
YOL148C	0.7798013245033113
YDR500C	1
YDR328C	0.7835051546391752
YLR200W	0.5526315789473685
YER087C-B	0.8780487804878049
YER019C-A	0.9204545454545454
YGL209W	0.8769633507853403
YGL244W	0.7293906810035843
YGL153W	0.6275659824046921
YGL098W	0.8693877551020408
YGL066W	0.9010654490106544
YGL061C	0.6558704453441295
YGL023C	0.7370078740157481
YGR002C	0.5546218487394958
YGR013W	0.6048387096774194
YGR081C	0.9523809523809524
YGR113W	0.7813411078717201
YGR129W	1
YGR136W	0.70124481327800825
YGR178C	0.8822714681440443
YGR179C	0.5566502463054187
YGR241C	0.6109154929577465
YGR251W	1
YGR275W	1
YGR280C	0.8007380073800738
YNL118C	0.7185567010309278
YPL127C	0.689922480620155
YNR049C	0.9952380952380953
YNR024W	0.9838709677419356
YNR047W	0.6741321388577828
YNR051C	0.6368932038834951
YNR054C	0.7151898734177216
YLR323C	0.5057915057915058
YNL283C	0.7693836978131213
YNL246W	0.5037878787878788
YNL224C	0.7340286831812256
YNL190W	0.965686274509804
YNL186W	0.5732323232323232
YNL180C	0.5226586102719033
YNL166C	0.8147321428571429
YNL161W	0.5952380952380952
YNL157W	0.9226190476190476
YNL152W	0.6136919315403423
YNL148C	0.6732283464566929
YNL136W	0.8329411764705882
YNL124W	0.7987804878048781
YNL116W	0.5172413793103449
YNL094W	0.5298126064735945
YNL091W	0.6588709677419354
YNL078W	0.6904176904176904
YNL054W	0.8678111587982833
YNL027W	0.7640117994100295
YMR039C	0.8904109589041096
YML052W	0.5066225165562914
YDL028C	0.5471204188481675
YMR121C	0.6029411764705882
YMR070W	0.7510204081632653
YML109W	0.8800424628450106
YOR008C	0.6984126984126984
YPL096C-A	0.6470588235294118
YKR035W-A	0.8382352941176471
YBR233W-A	0.9042553191489362
YPR133W-A	0.82
YDR028C	0.9230769230769232
YIL061C	0.5933333333333334
YDR463W	0.6184971098265896
YJL095W	0.6691474966170501
YBR215W	0.9344
YDR432W	0.8091787439613527
YDR077W	0.8254437869822485
YLR026C	0.8647058823529412
YNL199C	0.7715355805243446
YIL022W	0.5406032482598608
YOR233W	0.67875
YNL167C	0.8299845440494591
YGL172W	0.5847457627118644
YKR007W	0.9945652173913044
YKR095W	0.6378666666666667
YKL068W	0.7883211678832117
YMR047C	0.784366576819407
YDR088C	1
YPL101W	0.5701754385964912
YPL141C	0.5491329479768786
YPL049C	0.9424778761061948
YDR043C	0.5194805194805194
YKL164C	0.7214076246334311
YKL163W	0.6923076923076923
YMR172W	0.7399165507649513
YDR468C	1
YDR480W	0.848297213622291
YDR485C	0.7861635220125787
YDR486C	0.5502183406113537
YML041C	0.5357142857142857
YDL002C	0.6945812807881774
YDL020C	0.7306967984934086
YHL007C	0.7156549520766773
YMR213W	0.7254237288135593
YMR216C	0.5498652291105122
YML030W	0.5471698113207547
YDR145W	0.8237476808905381
YDR153C	0.5669099756690997
YMR153W	0.5557894736842105
YMR159C	0.6266666666666667
YMR164C	0.8496042216358839
YDR096W	0.6554809843400448
YDR130C	0.7697594501718213
YDR200C	0.6274834437086093
YDR201W	0.593939393939394
YDR174W	0.6260162601626016
YDR181C	0.6902286902286903
YDR429C	0.7700729927007299
YDR439W	0.69164265129683
YDR446W	0.6887417218543046
YDR409W	0.6592920353982301
YMR077C	0.502262443438914
YMR197C	0.9953917050691244
YMR017W	0.5591939546599496
YMR111C	0.670995670995671
YML093W	1
YDR121W	0.5918367346938775
YMR048W	0.7476340694006309
YMR049C	0.5229244114002478
YER027C	0.8129496402877698
YMR068W	0.5234741784037559
YMR255W	0.9574468085106383
YML058W	1
YMR227C	0.6915254237288135
YOL155C	0.6163391933815926
YDL088C	0.7253787878787878
YLR192C	0.9132075471698112
YLR194C	0.8858267716535433
YLR206W	0.8841761827079935
YLR298C	0.6666666666666666
YLR228C	0.6203931203931204
YLR394W	0.6078838174273858
YPR112C	0.560315670800451
YLR449W	0.798469387755102
YPR168W	0.7707006369426752
YLR183C	0.5173824130879345
YLR190W	0.8289205702647657
YDR359C	0.5264765784114053
YDR363W	0.5942982456140351
YDR365C	0.8757961783439491
YPR154W	0.6976744186046512
YLR357W	0.5253093363329584
YPR133C	0.6414634146341464
YPR171W	0.984375
YPR185W	0.6463414634146342
YDR299W	0.5355805243445693
YDR309C	0.9817232375979112
YDR326C	0.6126564673157163
YLR309C	0.827661909989023
YPR075C	0.8722222222222222
YPR095C	0.5391517128874388
YLR006C	0.5323033707865169
YDL065C	1
YDL070W	0.5329153605015674
YDL115C	0.9036827195467422
YDL222C	0.6051779935275081
YLL010C	0.585480093676815
YLL013C	0.590443686006826
YLR009W	0.5326633165829145
YOL018C	0.5289672544080605
YOL041C	0.7037037037037037
YOL070C	0.844311377245509
YOL078W	0.6113945578231292
YOL109W	1
YOL138C	0.5041014168530947
YOR042W	1
YOR054C	0.7507418397626113
YOR056C	0.6252723311546841
YOR070C	0.5007849293563579
YOR073W	0.8677966101694915
YOR078W	0.9953271028037384
YOR195W	0.7381242387332522
YOR239W	0.6178343949044586
YOR294W	0.8423645320197044
YOR359W	0.7246653919694073
YOR372C	0.7743682310469314
YPL178W	0.6057692307692307
YPL180W	0.9311639549436797
YPL181W	0.8122529644268774
YPL192C	0.9022556390977444
YPL217C	0.5984784446322908
YOR281C	0.6853146853146853
YDR167W	0.7233009708737864
YDR253C	0.6020942408376964
YPL146C	0.8813186813186813
YPL166W	0.5633802816901409
YOR006C	0.5878594249201278
YLR135W	0.6537433155080213
YDL025C	0.5967741935483871
YLR330W	0.6095380029806259
YOR007C	0.63005780346820806
YDL005C	0.7563805104408353
YDL153C	0.8967213114754098
YDL149W	0.5055165496489469
YDR213W	0.6429353778751369
YDL003W	0.6307420494699647
YDR381W	1
YDR060W	0.5180487804878049
YLR116W	0.6554621848739496
YDL099W	1
YPL089C	0.8550295857988166
YDL091C	0.567032967032967
YPL004C	0.5601173020527859
YOL100W	0.5587419056429233
YOR106W	0.7526501766784452
YDR507C	0.5770577933450087
YLL009C	0.5072463768115942
YDR510W	0.504950495049505
YDL139C	0.9955156950672646
YPL249C	0.6420581655480985
YLR295C	0.6532258064516129
YPL255W	0.6519480519480519
YLL022C	0.5116883116883116
YDR260C	0.9058823529411764
YDL031W	0.5256281407035176
YOR083W	1
YDL010W	0.645021645021645
YDL204W	0.6361323155216285
YLR018C	0.7357859531772575
YOR181W	0.8056872037914692
YDR026C	0.5842105263157895
YDL175C	0.6773255813953488
YOR287C	0.9866666666666668
YDR017C	0.6390476190476191
YPR018W	0.7475247524752475
YOR322C	0.6894865525672371
YOR090C	0.5297202797202797
YDL110C	0.8133333333333334
YPR072W	0.5446428571428571
YDL161W	0.7929515418502202
YPR030W	0.5396966993755575
YGR169C-A	1
YOR167C	1
YHR072W-A	1
YDL148C	0.582716049382716
YLR138W	0.5868020304568528
YPL158C	0.8100263852242744
YOR163W	0.6968085106382979
YDL232W	0.6666666666666666
YOL123W	0.8558052434456929
YHR132W-A	0.8091603053435115
YLR437C	1
YEL039C	0.6283185840707964
YDL181W	1
YDL130W-A	0.8255813953488372
YJL189W	1
YFR032C-A	1
YAL039C	0.6617100371747212
YOR182C	1
YLR287C-A	1
YOR182C	1
YLR287C-A	1
YDL184C	1
YDL133C-A	1
YDL184C	1
YDL133C-A	1
YNL188W	0.9515011547344112
YJL129C	0.674493927125506
YML113W	1
YOL108C	0.6688741721854304
YJL151C	0.8721804511278195
YGR008C	1
YDR389W	0.6926605504587156
YKR099W	0.8853267570900123
YDR143C	0.8721311475409836
YHR014W	0.7663230240549829
YMR036C	0.5667870036101083
YGR148C	0.6387096774193548
YGL014W	0.6013513513513513
YCR067C	0.5201877934272301
YCL028W	1
YCL014W	0.5048899755501223
YCL001W	0.601063829787234
YCL037C	0.804147465437788
YCL005W	0.50390625
YDR123C	0.5822368421052632
YBR278W	0.5771144278606966
YML105C	0.5164835164835165
YPL121C	0.509009009009009
YGL254W	0.6120401337792643
YBR212W	0.6815476190476191
YMR133W	0.6635514018691588
YER167W	1
YKL032C	0.9765494137353434
YOR010C	0.545816733067729
YNL076W	0.8801369863013698
YDR461W	0.6666666666666666
YKL179C	0.7172312223858616
YKL175W	0.5685884691848907
YGL215W	0.5066371681415929
YKL168C	0.5027624309392266
YKL214C	0.7733990147783252
YKL160W	0.6068965517241379
YKL043W	0.5327868852459017
YKR013W	0.5045592705167173
YKR019C	0.7658536585365854
YKR022C	0.7422360248447205
YKR025W	0.7411347517730497
YKR062W	0.5121951219512195
YKR090W	0.7592067988668555
YKR091W	0.7642276422764228
YKR100C	0.9408450704225352
YMR294W	0.5737265415549598
YBR014C	0.5665024630541872
YBL090W	0.5932203389830508
YBL046W	0.6077097505668935
YBL031W	1
YBR152W	0.986254295532646
YBR173C	0.6351351351351351
YBR188C	1
YBR231C	0.9735973597359736
YBR258C	0.9225352112676056
YBR273C	0.5871559633027523
YER122C	0.7464503042596349
YHR066W	0.5231788079470199
YHR116W	0.6225165562913907
YHR146W	0.7978494623655914
YHR184W	0.5359019264448336
YHR191C	0.5112781954887218
YDR464W	0.8069686411149826
YML129C	0.5142857142857142
YAL063C	0.7065052950075643
YAL059W	0.5283018867924528
YAL028W	0.7575757575757576
YGR156W	0.611764705882353
YGL189C	0.6554621848739496
YER131W	0.6554621848739496
YER045C	0.6073619631901841
YER002W	0.8354978354978355
YER030W	1
YER032W	0.9691780821917808
YER035W	0.9724137931034482
YER059W	0.5976190476190476
YER063W	1
YER127W	0.6666666666666666
YER128W	0.6206896551724138
YNL215W	0.98125
YJL065C	0.7664670658682635
YIL107C	0.528415961305925
YIL169C	0.5567839195979899
YIL122W	0.8233618233618234
YIL112W	0.667590027700831
YIL063C	0.6483180428134556
YIL011W	0.5092936802973977
YIR018W	0.6530612244897959
YJL098W	0.5330812854442344
YEL017C-A	1
YPL177C	0.5718954248366013
YMR311C	1
YNL308C	0.9170896785109984
YJL110C	0.8493647912885662
YDL105W	0.5124378109452736
YFL054C	0.5851393188854489
YFL050C	0.6095571095571095
YFL042C	0.5919881305637982
YFL021W	0.792156862745098
YFL010C	0.985781990521327
YJL042W	0.6244635193133047
YJR093C	0.8256880733944955
YJL122W	0.5828571428571429
YJL083W	0.7864238410596026
YJR091C	0.5912007332722273
YJR151C	0.5055986218776917
YGR097W	0.6073298429319371
YNL292W	0.5161290322580645
YOR265W	0.7735849056603774
YML017W	0.8296795952782462
YDR505C	0.5172413793103449
YLR457C	0.890282131661442
YGL222C	1
YGL197W	0.5063887020847344
YGL029W	1
YGR023W	0.7495462794918331
YGR041W	0.8171846435100548
YNR009W	0.5542168674698795
YNR036C	0.915032679738562
YNL278W	0.6245283018867924
YNL233W	0.8486547085201793
YNL230C	0.6279683377308707
YNL227C	0.5220338983050847
YNL149C	0.937984496124031
YKR010C	0.728923476005188
YOR358W	0.6570247933884298
YOR148C	0.6162162162162163
YMR240C	0.5756880733944955
YPL055C	0.7981927710843374
YPL137C	0.5650470219435737
YPL032C	0.5733333333333334
YMR171C	0.5981818181818181
YDR458C	0.5007541478129713
YDR469W	0.9028571428571428
YDR473C	0.6780383795309168
YDR479C	0.5270758122743683
YDR482C	1
YDR493W	0.5365853658536586
YDR494W	0.5041551246537396
YDR003W	0.9666666666666668
YMR219W	0.930639324487334
YML034W	0.6103117505995204
YML117W	0.5740740740740741
YML114C	0.5215686274509804
YDR163W	1
YDR259C	0.8537859007832899
YDR014W-A	0.8641975308641975
YDR412W	0.902127659574468
YDR451C	0.7592067988668555
YDR393W	0.5942982456140351
YMR044W	0.6189473684210526
YMR086W	1
YMR014W	0.5741811175337187
YDR534C	0.8484848484848485
YMR114C	0.5190217391304348
YDR223W	0.6423982869379015
YDR229W	0.6048565121412803
YDR231C	0.6048780487804878
YMR030W	0.5957446808510638
YMR031C	0.9074733096085408
YDR348C	1
YDR273W	0.7095890410958904
YLR221C	0.5818181818181818
YLR238W	0.5188284518828452
YLR324W	0.5449330783938815
YLR187W	0.6228070175438597
YDR379W	0.645193260654113
YPR143W	0.636
YLR254C	0.5185185185185185
YDR330W	0.548
YLR387C	0.6550925925925926
YPR079W	0.5380577427821522
YDL121C	0.9261744966442952
YDL213C	0.9333333333333332
YLR019W	0.5239294710327456
YOL130W	0.5878928987194412
YOL144W	0.5475206611570248
YOR066W	1
YOR189W	1
YOR267C	0.5823451910408433
YOR382W	0.8496732026143791
YPL219W	0.5873983739837398
YOR091W	0.6347826086956522
YOR223W	0.565068493150685
YDR515W	0.6599552572706935
YLR051C	1
YPL230W	0.9974424552429668
YPL233W	0.5740740740740741
YPL150W	0.5638179800221975
YDR312W	0.5121412803532008
YOL054W	0.6748768472906403
YDR162C	0.8728813559322034
YOR279C	0.7354838709677419
YOL105C	0.7787769784172662
YOR009W	0.6036960985626283
YOR216C	0.7644628099173554
YDR171W	0.7893333333333333
YOR032C	0.6221198156682027
YOR308C	1
YDR169C	0.8421052631578947
YOR023C	0.6925795053003534
YPR008W	0.9639769452449568
YLL018C-A	0.6122448979591837
YBR058C-A	0.8625
YHR199C-A	1
YJR005C-A	1
YOR324C	0.7940199335548173
YLR065C	0.5138121546961326
YOR304C-A	1
YCR018C	0.6832579185520362
YDR471W	0.6102941176470589
YIL136W	1
YHR152W	0.5202312138728323
YOR188W	0.6728232189973615
YNL314W	0.5686274509803921
YIL119C	0.5626535626535627
YCL051W	0.9039451114922812
YCR016W	0.7034482758620689
YCR076C	0.616
YKR092C	0.955665024630542
YER132C	0.5869937250427838
YDL167C	0.5396383866481224
YCR024C-A	1
YDR085C	0.5935483870967742
YBL066C	0.6149825783972126
YKL105C	0.956713780918728
YMR179W	0.6530343007915568
YKL064W	0.672858617131063
YKL159C	0.5639810426540285
YKR046C	0.5335689045936396
YKR077W	0.975206611570248
YDR251W	0.54216867469879515
YBR016W	1
YBR045C	0.5868544600938967
YBR194W	0.975609756097561
YBR255W	0.659942363112392
YHL028W	0.7206611570247934
YHL008C	0.5869218500797448
YHR060W	0.5138121546961326
YHR087W	0.5675675675675675
YHR097C	1
YHR103W	0.5011737089201878
YHR136C	0.972972972972973
YHR156C	0.5470588235294118
YHR159W	1
YMR124W	0.9225874867444328
YER047C	0.6778149386845039
YER098W	0.5265251989389921
YEL007W	0.7282282282282282
YER054C	0.6478102189781022
YER158C	0.8551483420593369
YNL213C	0.8037383177570093
YIL045W	0.5576208178438662
YMR140W	0.6646216768916156
YMR144W	0.6228070175438597
YGR268C	0.5959595959595959
YIL158W	0.8382352941176471
YIL135C	0.9839449541284404
YIL093C	0.6022727272727273
YIL052C	0.5206611570247934
YIL044C	0.5536912751677853
YIL019W	1
YIR001C	0.788
YOR355W	0.8218390804597702
YFR016C	0.927007299270073
YFR017C	1
YFR048W	0.5996978851963746
YGL170C	0.7699757869249395
YJL170C	0.583732057416268
YJL162C	0.5077186963979416
YJL123C	0.694560669456067
YJL051W	0.7907542579075426
YJR134C	0.8741159830268741
YDR151C	0.5292307692307693
YMR161W	0.8080357142857143
YNL300W	0.5294117647058824
YGR249W	0.5921052631578947
YGL108C	1
YGL096W	0.8188405797101449
YGR130C	0.8223039215686274
YGR161C	0.9201520912547528
YGR165W	0.6086956521739131
YGR250C	0.5108834827144686
YMR016C	0.8687898089171975
YNR022C	0.5467625899280576
YNR028W	0.6396103896103896
YNR039C	0.5421487603305785
YNL245C	1
YNL234W	0.5164319248826291
YNL176C	0.6698113207547169
YNL175C	0.652605459057072
YNL173C	0.7650273224043715
YNL164C	0.6951566951566952
YNL133C	0.9710982658959536
YNL042W	0.8156565656565656
YDR525W-A	0.6455696202531646
YER056C-A	0.5206611570247934
YMR182C	0.7772511848341233
YPR005C	0.7142857142857143
YPL021W	0.6631016042780749
YPL105C	0.7502944640753828
YDR210W	1
YMR269W	1
YMR002W	0.8397435897435898
YMR123W	0.8934426229508197
YDR186C	0.6738882554161916
YML101C	1
YML006C	0.7131782945736435
YDR528W	0.5673758865248227
YDL189W	0.7724288840262582
YLR281C	1
YLR375W	0.7084548104956269
YPR115W	0.6491228070175439
YLR327C	1
YPR174C	0.7149321266968326
YPR083W	0.6442141623488774
YDL048C	0.7224489795918367
YDL053C	0.945945945945946
YDL123W	0.7214285714285714
YDL223C	1
YDL224C	0.8258859784283513
YLL038C	0.6275303643724697
YOL019W	0.6606170598911071
YOL028C	0.7591836734693878
YOR052C	0.52
YOR383C	0.7598039215686274
YPL186C	0.8256578947368421
